feedback_id,raw_text,points_json,n_points,is_multi,gemini_points_json,gemini_n_points,has_multiple_points,fold
44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.","[""I understand that P'Nick has a heavy workload, but P'Nick leaving students' messages on read is not acceptable, especially for urgent matters. P'Nick's unresponsiveness happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily."", ""P'Vichy told students that the TETET exam was not required if students already submitted other English test scores. However, based on the SIT website, the policy regarding English test requirements has changed, and TETET is now required for graduation. Many fourth-year students missed the TETET exam because students believed their previous English scores were enough, based on P'Vichy's initial information."", ""Many students have shared concerns about P'DJ's behavior, including unequal treatment where female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. Most importantly, P'DJ's clear pattern of flirting with his students is completely unacceptable and must be stopped immediately. Students who are close to P'DJ also get special treatment, such as being excused for late attendance or receiving other advantages. P'DJ's position is unclear, as P'DJ sometimes acts like a senior student and sometimes like a professor, which creates tension during activities. P'DJ's commanding and controlling behavior feels more like a dictator than a teacher. While P'Jo has a similar position, P'Jo never creates the problems caused by P'DJ or makes students feel uncomfortable. Students suggest that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully, as the current situation with P'DJ's behavior affects the learning environment negatively.""]",3,True,"[""I understand that P'Nick has a heavy workload, but P'Nick leaving students' messages on read is not acceptable, especially for urgent matters. P'Nick's unresponsiveness happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily."", ""P'Vichy told students that the TETET exam was not required if students already submitted other English test scores. However, based on the SIT website, the policy regarding English test requirements has changed, and TETET is now required for graduation. Many fourth-year students missed the TETET exam because students believed their previous English scores were enough, based on P'Vichy's initial information."", ""Many students have shared concerns about P'DJ's behavior, including unequal treatment where female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. Most importantly, P'DJ's clear pattern of flirting with his students is completely unacceptable and must be stopped immediately. Students who are close to P'DJ also get special treatment, such as being excused for late attendance or receiving other advantages. P'DJ's position is unclear, as P'DJ sometimes acts like a senior student and sometimes like a professor, which creates tension during activities. P'DJ's commanding and controlling behavior feels more like a dictator than a teacher. While P'Jo has a similar position, P'Jo never creates the problems caused by P'DJ or makes students feel uncomfortable. Students suggest that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully, as the current situation with P'DJ's behavior affects the learning environment negatively.""]",3,Yes,0
45,"SIT staffs are very helpful, and cooperative.","[""SIT staffs are very helpful, and cooperative.""]",1,False,"[""SIT staffs are very helpful, and cooperative.""]",1,No,3
46,SIT staff do their best to help everyone out but language barrier and only P’nicky and P’vichy being the main contact person for everything and everyone is a huge bottle neck for any process,"[""SIT staff do their best to help everyone out, but the language barrier and having only P’nicky and P’vichy as the main contact persons for everything and everyone creates a huge bottleneck for any process.""]",1,False,"[""SIT staff do their best to help everyone out, but the language barrier and having only P’nicky and P’vichy as the main contact persons for everything and everyone creates a huge bottleneck for any process.""]",1,No,1
47,"I don’t think line is the best communication way. But I tried reaching them out via email, no response:)","[""I don’t think LINE is the best communication way. But I tried reaching the instructors/staff out via email, and received no response:)""]",1,False,"[""I don’t think LINE is the best communication way. But I tried reaching the instructors/staff out via email, and received no response:)""]",1,No,4
48,"The faculty should increase the number of support staff similar to P’Nicky and P’Vicky. With only two staff members handling a large student population, the workload is excessively heavy. This often leads to delays and workflow bottlenecks, which affect not only students but also other stakeholders involved in academic and administrative processes.","[""The faculty should increase the number of support staff similar to P’Nicky and P’Vicky. With only two staff members handling a large student population, the support staff workload is excessively heavy. The heavy workload often leads to delays and workflow bottlenecks, which affect not only students but also other stakeholders involved in academic and administrative processes.""]",1,False,"[""The faculty should increase the number of support staff similar to P’Nicky and P’Vicky. With only two staff members handling a large student population, the support staff workload is excessively heavy. The heavy workload often leads to delays and workflow bottlenecks, which affect not only students but also other stakeholders involved in academic and administrative processes.""]",1,No,4
49,"The process is all in the Line, which it shouldn't be, sometime I got left on read.","[""The process is all in the Line, which it shouldn't be, sometime I got left on read.""]",1,False,"[""The entire process is conducted on Line, which I believe is an inappropriate method for the process, as I sometimes get left on read.""]",1,No,1
50,It alright,"[""It alright""]",1,False,"[""The course is alright.""]",1,No,3
51,"The activities are fun and pretty helpful, but like I said before maybe SIT can consider to open more for international student (like make more activities that international student/english friendly, open SAMOSIT for international student too) so that we have equal opportunity as Thai student","[""The activities are fun and pretty helpful, but maybe SIT can consider opening more opportunities for international students (like making more activities that are international student/English-friendly, and opening SAMOSIT for international students too) so that international students have equal opportunity as Thai students.""]",1,False,"[""The activities are fun and pretty helpful, but maybe SIT can consider opening more opportunities for international students (like making more activities that are international student/English-friendly, and opening SAMOSIT for international students too) so that international students have equal opportunity as Thai students.""]",1,Yes,1
52,Lab1 in SIT building need to change the table,"[""Lab1 in SIT building need to change the table.""]",1,False,"[""Lab1 in SIT building need to change the table.""]",1,No,2
53,It is good,"[""It is good""]",1,False,"[""The course is good.""]",1,No,2
54,"Everything is fine except the wifi, I don't know why the wifi signal lately has been reallly bad that we have to use our own internet and considering that we're technology student, we need faster internet to do everything","[""Everything is fine except the wifi. I don't know why the wifi signal lately has been really bad, which forces us to use our own internet. As technology students, we need faster internet to do everything.""]",1,False,"[""Everything is fine except the wifi. I don't know why the wifi signal lately has been really bad, which forces us to use our own internet. As technology students, we need faster internet to do everything.""]",1,No,2
55,Wifi doesn't work properly sometimes,"[""Wifi doesn't work properly sometimes.""]",1,False,"[""Wifi doesn't work properly sometimes.""]",1,No,3
56,Cannot use the wifi while in classes in cb1,"[""Cannot use the wifi while in classes in cb1.""]",1,False,"[""Cannot use the wifi while in classes in cb1.""]",1,No,0
57,"Please add monitors to Common Rooms, and add better WiFi connectivity to CB2 classroom as it either keeps disconnecting or wouldn’t appear in the WiFi list, especially SIT-Secure.","[""Please add monitors to Common Rooms."", ""Please add better WiFi connectivity to the CB2 classroom as the WiFi network either keeps disconnecting or wouldn’t appear in the WiFi list, especially SIT-Secure.""]",2,True,"[""Please add monitors to Common Rooms."", ""Please add better WiFi connectivity to the CB2 classroom as the WiFi network either keeps disconnecting or wouldn’t appear in the WiFi list, especially SIT-Secure.""]",2,Yes,0
58,"Please make wifi great again especially in CB2 3rd floor building, kinda embarrassing that, of all Majors, Computer Science major doesn't have a reliable internet.","[""Please make wifi great again especially in CB2 3rd floor building, kinda embarrassing that, of all Majors, Computer Science major doesn't have a reliable internet.""]",1,False,"[""Please make wifi great again especially in CB2 3rd floor building, kinda embarrassing that, of all Majors, Computer Science major doesn't have a reliable internet.""]",1,No,1
59,CB2 have a bad spot of WiFi,"[""CB2 have a bad spot of WiFi.""]",1,False,"[""CB2 have a bad spot of WiFi.""]",1,No,0
60,"For CB building Imma give it 4/10 because before they change the facilities in CB building everything is anything but comfortable, but now I think its slightly better 7/10. As for LX I would give it 8.5/10 sometimes 9/10 just the AC problem sometimes.
Suggestion please change all the chair/desk/table if it's still those old horrible one which sometimes can't even hold tablet or laptop properly (You know the old table + chair one that can flip, some of those are even older than me). If possible add more electrical plug in CB building too. For LX, it would be great if the AC are more adjustable, you know, sometimes its too hot sometimes too cold.","[""For CB building I'm going to give it 4/10 because before they changed the facilities in CB building everything was anything but comfortable, but now I think the CB building is slightly better at 7/10. As for the LX building, I would give it 8.5/10, sometimes 9/10, with the only issue being the AC problem sometimes."", ""I suggest changing all the old horrible chairs, desks, and tables if these furniture items are still present, as they sometimes can't even hold a tablet or laptop properly (You know the old table + chair one that can flip; some of those specific table + chair units are even older than me)."", ""If possible, please add more electrical plugs in the CB building too."", ""For the LX building, it would be great if the AC units were more adjustable, as sometimes the AC is too hot and sometimes too cold.""]",4,True,"[""For CB building I'm going to give it 4/10 because before they changed the facilities in CB building everything was anything but comfortable, but now I think the CB building is slightly better at 7/10. As for the LX building, I would give it 8.5/10, sometimes 9/10, with the only issue being the AC problem sometimes."", ""I suggest changing all the old horrible chairs, desks, and tables if these furniture items are still present, as they sometimes can't even hold a tablet or laptop properly (You know the old table + chair one that can flip; some of those specific table + chair units are even older than me)."", ""If possible, please add more electrical plugs in the CB building too."", ""For the LX building, it would be great if the AC units were more adjustable, as sometimes the AC is too hot and sometimes too cold.""]",4,Yes,2
61,"It's excellent so far I guess, but sometimes we still compete for monitors.","[""The facilities are excellent so far I guess."", ""Sometimes we still compete for monitors.""]",2,True,"[""The facilities are excellent so far I guess."", ""Sometimes we still compete for monitors.""]",2,No,0
62,Sometime the Training room near the Lift had some smell coming from the AC.,"[""Sometime the Training room near the Lift had some smell coming from the AC.""]",1,False,"[""Sometime the Training room near the Lift had some smell coming from the AC.""]",1,No,2
63,"The internet in CB building is extremely slow. I'm not sure if the signal is being blocked. Requesting a VM takes a very long time, staff pass responsibilities to each other, and the process has too many steps with many limitations.","[""The internet in the CB building is extremely slow. I'm not sure if the signal in the CB building is being blocked."", ""Requesting a VM takes a very long time, staff pass responsibilities to each other during the VM request process, and the VM request process has too many steps with many limitations.""]",2,True,"[""The internet in the CB building is extremely slow. I'm not sure if the signal in the CB building is being blocked."", ""Requesting a VM takes a very long time, staff pass responsibilities to each other during the VM request process, and the VM request process has too many steps with many limitations.""]",2,Yes,0
64,"Previously, the number of printers available was insufficient, with only two printers serving a large number of students. This often caused delays, long queues, and inconvenience, especially during peak periods such as assignment deadlines. However, the current situation has improved, and the number or accessibility of printers is now adequate to meet students’ needs. Overall, this issue has been resolved and is no longer a major concern.","[""Previously, the number of printers available was insufficient, with only two printers serving a large number of students. The insufficient number of printers often caused delays, long queues, and inconvenience for students, especially during peak periods such as assignment deadlines. However, the current situation has improved, and the number or accessibility of printers is now adequate to meet students’ needs. Overall, the printer availability issue has been resolved and is no longer a major concern for students.""]",1,False,"[""Previously, the number of printers available was insufficient, with only two printers serving a large number of students. The insufficient number of printers often caused delays, long queues, and inconvenience for students, especially during peak periods such as assignment deadlines. However, the current situation has improved, and the number or accessibility of printers is now adequate to meet students’ needs. Overall, the printer availability issue has been resolved and is no longer a major concern for students.""]",1,No,1
65,I really hope we can get the extension socket at every table,"[""I really hope we can get the extension socket at every table.""]",1,False,"[""I really hope we can get the extension socket at every table.""]",1,No,0
66,the labs are okay but the internet and cscms frequently goes down so thats frustrating sometimes especially during exam or quizzes,"[""The labs are okay, but the internet and CSCMS frequently go down, which is frustrating sometimes, especially during exams or quizzes.""]",1,False,"[""The labs are okay, but the internet and CSCMS frequently go down, which is frustrating sometimes, especially during exams or quizzes.""]",1,No,1
67,appreciate that we have more printer.,"[""I appreciate that we have more printer.""]",1,False,"[""I appreciate that we have more printer.""]",1,No,1
68,I feel like it have too much app like I have ADHD it have cscms and team and leb2 it kinda hard to get track of assignments,"[""I feel like the course utilizes too many applications, such as cscms, Teams, and Leb2. The multitude of platforms makes it kinda hard to get track of assignments, creating a feeling of being overwhelmed, like I have ADHD.""]",1,False,"[""I feel like the course utilizes too many applications, such as cscms, Teams, and Leb2. The multitude of platforms makes it kinda hard to get track of assignments, creating a feeling of being overwhelmed, like I have ADHD.""]",1,No,2
69,Would like to see new monitors,"[""I would like to see new monitors.""]",1,False,"[""I would like to see new monitors.""]",1,No,1
70,The AC is sometimes too loud.,"[""The AC is sometimes too loud.""]",1,False,"[""The AC is sometimes too loud.""]",1,No,2
71,"I’d love to experience more campus events from SIT, especially a formal prom with gowns and suits.","[""I’d love to experience more campus events from SIT, especially a formal prom with gowns and suits.""]",1,False,"[""I’d love to experience more campus events from SIT, especially a formal prom with gowns and suits.""]",1,No,4
72,From my 1st year experience I felt like some subject have quite a bit less of class activity especially it the first semester because it's first year I would like to get to know friends more.,"[""From my 1st year experience, I felt like some subjects had quite a bit less class activity, especially in the first semester. Because it's the first year, I would like to get to know friends more.""]",1,False,"[""From my 1st year experience, I felt like some subjects had quite a bit less class activity, especially in the first semester. Because it's the first year, I would like to get to know friends more.""]",1,No,3
73,"I would like the tuition fees to be more transparent — what exactly they are being used for. I want to know what developments have been made so far, since most of the time we just study in the CB building (:D).","[""I would like the tuition fees to be more transparent — what exactly the tuition fees are being used for. I want to know what developments have been made so far, since most of the time we just study in the CB building (:D).""]",1,False,"[""I would like the tuition fees to be more transparent — what exactly the tuition fees are being used for. I want to know what developments have been made so far, since most of the time we just study in the CB building (:D).""]",1,No,0
74,"Scholarship Limitations:
Scholarships have too many restrictions for Thai students, and the Academic Award amount decreases every year. This is very disappointing, as many students rely on this financial support.
International Student Support:
Moving to a foreign country is already difficult. I hope the faculty can make us feel warm and safe by building a stronger community for international students.
Internship Support:
The faculty needs to provide much more support for internships. Jobs for international students are very rare and often pay less than positions for Thai students. I would like to see partnerships similar to those in the Engineering faculty to make finding internships easier.","[""Scholarships have too many restrictions for Thai students, and the Academic Award amount decreases every year. This is very disappointing, as many students rely on this financial support."", ""Moving to a foreign country is already difficult. I hope the faculty can make international students feel warm and safe by building a stronger community for international students."", ""The faculty needs to provide much more support for internships. Jobs for international students are very rare and often pay less than positions for Thai students. I would like to see partnerships similar to those in the Engineering faculty to make finding internships easier.""]",3,True,"[""Scholarships have too many restrictions for Thai students, and the Academic Award amount decreases every year. This is very disappointing, as many students rely on this financial support."", ""Moving to a foreign country is already difficult. I hope the faculty can make international students feel warm and safe by building a stronger community for international students."", ""The faculty needs to provide much more support for internships. Jobs for international students are very rare and often pay less than positions for Thai students. I would like to see partnerships similar to those in the Engineering faculty to make finding internships easier.""]",3,Yes,0
75,"The current internship period of two months is considered insufficient for students to gain meaningful, hands-on experience. Within this limited timeframe, students often spend a large portion of the internship on onboarding, training, and adjustment, leaving little time to develop real professional skills or make substantial contributions. Extending the internship to four months or an entire semester—as practiced in other curricula—would allow students to gain deeper industry exposure, stronger practical skills, and better preparation for future employment.","[""The current internship period of two months is considered insufficient for students to gain meaningful, hands-on experience. Within this limited timeframe, students often spend a large portion of the internship on onboarding, training, and adjustment, leaving little time to develop real professional skills or make substantial contributions. Extending the internship to four months or an entire semester—as practiced in other curricula—would allow students to gain deeper industry exposure, stronger practical skills, and better preparation for future employment.""]",1,False,"[""The current internship period of two months is considered insufficient for students to gain meaningful, hands-on experience. Within this limited timeframe, students often spend a large portion of the internship on onboarding, training, and adjustment, leaving little time to develop real professional skills or make substantial contributions. Extending the internship to four months or an entire semester—as practiced in other curricula—would allow students to gain deeper industry exposure, stronger practical skills, and better preparation for future employment.""]",1,No,2
76,"LNG class, AJ.Jarah making Line as a learning platform, I want it to be on Microsoft team as it's more professional. Also when she give us assignment it's not very clear as she always use line and has no recording","[""In the LNG class, AJ.Jarah is making Line as a learning platform, but I want the learning platform to be on Microsoft Teams as Microsoft Teams is more professional."", ""When AJ.Jarah gives us assignments in the LNG class, the assignments are not very clear because AJ.Jarah always uses Line and has no recording.""]",2,True,"[""In the LNG class, AJ.Jarah is making Line as a learning platform, but I want the learning platform to be on Microsoft Teams as Microsoft Teams is more professional."", ""Also, when AJ.Jarah gives us assignments in the LNG class, the assignments are not very clear because AJ.Jarah always uses Line and has no recording.""]",2,Yes,4
77,"Me personally don't have any issue, but my friends often have some issue regarding the slow process about documents","[""I personally don't have any issue. But, my friends often have some issue regarding the slow process about documents.""]",1,False,"[""I personally don't have any issue."", ""My friends often have some issue regarding the slow process about documents.""]",2,No,4
78,"The process is not standardized, slow response","[""The process is not standardized, slow response""]",1,False,"[""The process is not standardized."", ""There is a slow response.""]",2,No,0
79,The process this year is good and fast unlike previous years.,"[""The process this year is good and fast, unlike previous years.""]",1,False,"[""The process this year is good and fast, unlike previous years.""]",1,No,4
80,Sometime the process of approving document takes time.,"[""Sometime the process of approving document takes time.""]",1,False,"[""Sometime the process of approving document takes time.""]",1,No,2
81,"Immigration processes take a long time and have caused us to miss classes repeatedly. Is it possible to arrange group visa processing through the university or SIT directly? According to the regulations, we understand this is our responsibility, but additional support from the institution would be very helpful and reduce the impact on our studies.","[""Immigration processes take a long time and have caused us to miss classes repeatedly. We are asking if it is possible to arrange group visa processing through the university or SIT directly to mitigate the impact of these long processes. According to the regulations, we understand that managing immigration processes is our responsibility, but additional support from the institution (the university or SIT) would be very helpful and reduce the negative impact of long immigration processes on our studies.""]",1,False,"[""Immigration processes take a long time and have caused us to miss classes repeatedly. We are asking if it is possible to arrange group visa processing through the university or SIT directly to mitigate the impact of these long processes. According to the regulations, we understand that managing immigration processes is our responsibility, but additional support from the institution (the university or SIT) would be very helpful and reduce the negative impact of long immigration processes on our studies.""]",1,No,3
82,The new Visa system that IA KMUTT recently adopted was such a big help.,"[""The new Visa system that IA KMUTT recently adopted was such a big help.""]",1,False,"[""The new Visa system that IA KMUTT recently adopted was such a big help.""]",1,No,1
83,We mostly have to go through IA and contact with them. I’ve never really talked to SIT about visa related stuff,"[""We mostly have to go through IA and contact with them. I’ve never really talked to SIT about visa related stuff""]",1,False,"[""Students mostly have to go through International Affairs (IA) for support and contact. The student providing this feedback has never really talked to the Student Immigration Team (SIT) about visa-related matters.""]",1,No,0
84,"The process is slow but it’s not KMUTT fault I truly understand. But it really does make, at some point, the uni experience bad because of it","[""The process is slow, but I truly understand that the slowness is not KMUTT's fault. However, the slow process really does make the university experience bad at some point because of the slowness.""]",1,False,"[""The process is slow, but I truly understand that the slowness is not KMUTT's fault. However, the slow process really does make the university experience bad at some point because of the slowness.""]",1,No,1
85,It's enough but could be better if all the staff could speak english so there's no misscommunication,"[""It's enough but could be better if all the staff could speak english so there's no misscommunication""]",1,False,"[""The current state of communication is enough, but the communication could be better if all the staff could speak English to prevent miscommunication.""]",1,No,0
86,More english speaking staff,"[""More english speaking staff""]",1,False,"[""More english speaking staff""]",1,No,0
87,More English spoken staff,"[""More English spoken staff""]",1,False,"[""More English spoken staff""]",1,No,4
88,"When contacting any staff faculty members of SIT, I will receive no responses on LINE and no further response or communication whatsoever on Teams making communication a very difficult issue especially regarding course information or emergency situations that require rapid communication.","[""When contacting any staff faculty members of SIT, I will receive no responses on LINE and no further response or communication whatsoever on Teams, making communication a very difficult issue especially regarding course information or emergency situations that require rapid communication.""]",1,False,"[""When contacting any staff faculty members of SIT, I will receive no responses on LINE and no further response or communication whatsoever on Teams, making communication a very difficult issue especially regarding course information or emergency situations that require rapid communication.""]",1,No,3
89,"Most of the communication has to go through P'Nicky. SIT has hundred and hundred of students. Even if P'Nicky can handle the workload, surely there will be delay in terms of responsiveness.","[""Most of the communication has to go through P'Nicky. Given that SIT has hundreds of students, even if P'Nicky can handle the workload, there will surely be delays in terms of responsiveness.""]",1,False,"[""Most of the communication has to go through P'Nicky. Given that SIT has hundreds of students, even if P'Nicky can handle the workload, there will surely be delays in terms of responsiveness.""]",1,No,0
90,"Sometimes, I do not know who to contact if I need a document. I do contact P' Nick but she might be too tied up with her work to respond to me. Sometimes, my messages are left on read.","[""Sometimes, I do not know who to contact if I need a document. I do contact P' Nick, but P' Nick might be too tied up with her work to respond to me, and sometimes my messages are left on read.""]",1,False,"[""Sometimes, I do not know who to contact if I need a document. I do contact P' Nick, but P' Nick might be too tied up with her work to respond to me, and sometimes my messages are left on read.""]",1,No,0
91,"IA organizes activities much more frequently than SIT. Additionally, P'Nui's English communication skills are limited, which often makes communication difficult.","[""IA organizes activities much more frequently than SIT."", ""P'Nui's English communication skills are limited, which often makes communication difficult.""]",2,True,"[""IA organizes activities much more frequently than SIT."", ""P'Nui's English communication skills are limited, which often makes communication difficult.""]",2,Yes,4
92,The newacis site can handling the traffic of registration period quite well. The same as when i need an inquiry of official documents -- the process is fast and efficient.,"[""The newacis site can handling the traffic of registration period quite well, and the process for official document inquiries is also fast and efficient.""]",1,False,"[""The newacis site can handling the traffic of registration period quite well, and the process for official document inquiries is also fast and efficient.""]",1,Yes,4
93,The service is provided well but it can be hard to communicate or know who exactly to contact for what. It also sometimes take quite long for some processes,"[""While the service is provided well, I find it can be hard to communicate with the organization or know who exactly to contact for specific inquiries."", ""Some processes within the service sometimes take quite long to complete.""]",2,True,"[""While the service is provided well, I find it can be hard to communicate with the organization or know who exactly to contact for specific inquiries."", ""Some processes within the service sometimes take quite long to complete.""]",2,Yes,1
94,IA (KMUTT) are really helpful and full of activities. Because of them I can feel like home,"[""IA (KMUTT) are really helpful and full of activities, which makes me feel like home.""]",1,False,"[""IA (KMUTT) are really helpful and full of activities, which makes me feel like home.""]",1,Yes,4
95,Social life for international students are so hard cause they can not communicate with other international students,"[""Social life for international students are so hard because international students cannot communicate with other international students.""]",1,False,"[""Social life for international students are so hard because international students cannot communicate with other international students.""]",1,No,1
96,"Since I'm from CS which originally english program, most of the mandatory activity is fine, is good. But there's a lot activities that held in thai that we, as international student would love to participate but because of it's not english-friendly we can't do anything even though we try to be active at univ","[""Since I'm from CS which is an originally English program, most of the mandatory university activities are fine. However, there are many other university activities that are held in Thai, which prevents us, as international students, from participating even though we would love to and try to be active at the university, because these activities are not English-friendly.""]",1,False,"[""Since I'm from CS which is an originally English program, most of the mandatory university activities are fine. However, there are many other university activities that are held in Thai, which prevents us, as international students, from participating even though we would love to and try to be active at the university, because these activities are not English-friendly.""]",1,Yes,2
97,its hard integrating especially when a lot of the events are thai language oriented.,"[""It's hard integrating into the community, especially when many events are Thai language oriented.""]",1,False,"[""It's hard integrating into the community, especially when many events are Thai language oriented.""]",1,No,0
98,"Looking at the Internship opportunities, there are firm/company presentation from time to time. But they are mostly for Thai students. I love SIT Culture activities. But there are a lot of rooms for improvement.","[""Looking at the Internship opportunities, there are firm/company presentations from time to time, but the firm/company presentations are mostly for Thai students."", ""I love SIT Culture activities, but there are a lot of rooms for improvement within SIT Culture activities.""]",2,True,"[""Looking at the Internship opportunities, there are firm/company presentations from time to time, but the firm/company presentations are mostly for Thai students."", ""I love SIT Culture activities, but there are a lot of rooms for improvement within SIT Culture activities.""]",2,Yes,1
99,It's quite good enough.,"[""It's quite good enough.""]",1,False,"[""The overall experience is quite good enough.""]",1,No,1
100,"There are too few activities for international students. Even though activities are not mandatory for activity hours, international students still want the opportunity to participate and meet new friends in SIT and KMUTT. This includes other university activities as well.","[""There are too few activities for international students. Even though activities are not mandatory for activity hours, international students still want the opportunity to participate and meet new friends in SIT and KMUTT. This desire for more activities includes other university activities as well.""]",1,False,"[""There are too few activities for international students. Even though activities are not mandatory for activity hours, international students still want the opportunity to participate and meet new friends in SIT and KMUTT. This desire for more activities includes other university activities as well.""]",1,No,2
101,It improved alot over the years. I didnt even know SIT have a faculty sport day in my 1st and 2nd year. But in this 3rd year alot of the international students get to participate. Same goes for alot of other events which are now held billingual and open to international students.,"[""SIT's events and student life improved a lot over the years. I didn't even know SIT had a faculty sport day in my 1st and 2nd year, but in my 3rd year, a lot of the international students got to participate. The same goes for a lot of other SIT events, which are now held bilingual and open to international students.""]",1,False,"[""SIT's events and student life improved a lot over the years. I didn't even know SIT had a faculty sport day in my 1st and 2nd year, but in my 3rd year, a lot of the international students got to participate. The same goes for a lot of other SIT events, which are now held bilingual and open to international students.""]",1,No,2
102,"The SAMO activities, I can see it’s improving year by year","[""The SAMO activities, I can see it’s improving year by year""]",1,False,"[""The SAMO activities, I can see the SAMO activities are improving year by year.""]",1,No,3
103,I want Lockers,"[""I want Lockers""]",1,False,"[""I want Lockers""]",1,No,0
104,"As i mention before, it would be better if there's SIT activities that held in english or international student program, also there's some announcement that we found it's pretty important that only written/announce in thai which make us feel behind and excluded most of the time.","[""It would be better if there were SIT activities held in English or specifically for international student programs."", ""There are some announcements that international students find pretty important that are only written or announced in Thai, which makes international students feel behind and excluded most of the time.""]",2,True,"[""It would be better if there were SIT activities held in English or specifically for international student programs."", ""There are some announcements that international students find pretty important that are only written or announced in Thai, which makes international students feel behind and excluded most of the time.""]",2,Yes,1
105,Monitor on the sec floor are old :(,"[""Monitors on the second floor are old :(""]",1,False,"[""Monitors on the second floor are old :(""]",1,,2
106,"More events that is English focused, or as a main language. That allows the international to understand what the speaker is saying.","[""More events should be English-focused or have English as a main language, which would allow international students to understand what the speaker is saying.""]",1,False,"[""More events should be English-focused or have English as a main language, which would allow international students to understand what the speaker is saying.""]",1,No,4
107,More communication channels for administrative tasks and more internship opportunities,"[""I would like to see more communication channels for administrative tasks and  internship opportunities.""]",1,False,"[""I would like to see more communication channels for administrative tasks."", ""I would like to see more internship opportunities.""]",2,No,4
108,It would be great if there are more staff like P' Nick since she is quite busy to respond to students' message in time of emergencies.,"[""It would be great if there were more staff like P' Nick, as P' Nick is quite busy and unable to respond to students' messages in time of emergencies.""]",1,False,"[""It would be great if there were more staff like P' Nick, as P' Nick is quite busy and unable to respond to students' messages in time of emergencies.""]",1,No,0
109,Some SIT staff can't speak english that well.,"[""Some SIT staff can't speak english that well.""]",1,False,"[""Some SIT staff can't speak english that well.""]",1,No,3
110,"Important academic and opportunity-related information does not always reach Burmese students (or other international students) in a timely or clear manner. For example, information about the Taiwan internship or related programs was not well communicated, while students from other international majors had already been preparing since the previous semester. This information gap creates inequality in access to opportunities and leaves students unsure about whom to contact for guidance or clarification.
I hope the SIT International Relations office can be more proactive in sharing information about exchange programs and overseas internships. The Faculty of Engineering and Science has its own International Affairs office, which is very active in regularly posting and announcing overseas opportunities. In comparison, SIT IR has been relatively quiet, and some students are not even aware that the office exists.
If workload or capacity is an issue, perhaps the university could consider hiring additional staff or involving student assistants to help with outreach and communication.","[""Important academic and opportunity-related information does not always reach Burmese students (or other international students) in a timely or clear manner. For example, information about the Taiwan internship or related programs was not well communicated, while students from other international majors had already been preparing since the previous semester. This information gap, where information is not timely or clear, creates inequality in access to opportunities and leaves students unsure about whom to contact for guidance or clarification."", ""I hope the SIT International Relations office can be more proactive in sharing information about exchange programs and overseas internships. The Faculty of Engineering and Science has its own International Affairs office, which is very active in regularly posting and announcing overseas opportunities. In comparison, the SIT International Relations office has been relatively quiet, and some students are not even aware that the SIT International Relations office exists."", ""If workload or capacity is an issue for the university's international relations offices, perhaps the university could consider hiring additional staff or involving student assistants to help with outreach and communication regarding academic and opportunity-related information.""]",3,True,"[""Important academic and opportunity-related information does not always reach Burmese students (or other international students) in a timely or clear manner. For example, information about the Taiwan internship or related programs was not well communicated, while students from other international majors had already been preparing since the previous semester. This information gap, where information is not timely or clear, creates inequality in access to opportunities and leaves students unsure about whom to contact for guidance or clarification."", ""I hope the SIT International Relations office can be more proactive in sharing information about exchange programs and overseas internships. The Faculty of Engineering and Science has its own International Affairs office, which is very active in regularly posting and announcing overseas opportunities. In comparison, the SIT International Relations office has been relatively quiet, and some students are not even aware that the SIT International Relations office exists."", ""If workload or capacity is an issue for the university's international relations offices, perhaps the university could consider hiring additional staff or involving student assistants to help with outreach and communication regarding academic and opportunity-related information.""]",3,Yes,2
111,More staff that handle students problems that can speak English well,"[""More staff that handle students problems that can speak English well.""]",1,False,"[""More staff that handle students problems that can speak English well.""]",1,No,3
