ID,prompt_id,feedback_id,original_text,point_id,decomposed_point,temperature,repetition_penalty,latency_sec,AI_model,success,err_type,,,,prompt_id,Content
1086,2,18,"I got really high English test score. I really don’t understand why, us as an international program students, have to learn such a basic English concept of an elementary school grader level? Not only it’s not useful it’s also waste of my time and energy to attend all those courses In Jarah course, I don’t understand why LINE is consistently used as the main communication channel for assignments, class materials, and important course details. LINE has limited message history accessibility and is not a professional or reliable platform for managing academic information.
Using LINE for quick reminders or minor announcements is acceptable. But relying on it for all course-related communication is excessive and problematic. The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.
Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students. Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity. As a result, many students are uncertain about task requirements, deadlines, and expectations.
Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner. This would significantly reduce misunderstandings and help students manage their work more effectively.",6,Using LINE for quick reminders or minor announcements is acceptable.,0.5,1,25.70231128,Llama 3.1 (8B),FALSE,,,,,,
1087,2,18,"I got really high English test score. I really don’t understand why, us as an international program students, have to learn such a basic English concept of an elementary school grader level? Not only it’s not useful it’s also waste of my time and energy to attend all those courses In Jarah course, I don’t understand why LINE is consistently used as the main communication channel for assignments, class materials, and important course details. LINE has limited message history accessibility and is not a professional or reliable platform for managing academic information.
Using LINE for quick reminders or minor announcements is acceptable. But relying on it for all course-related communication is excessive and problematic. The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.
Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students. Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity. As a result, many students are uncertain about task requirements, deadlines, and expectations.
Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner. This would significantly reduce misunderstandings and help students manage their work more effectively.",7,But relying on it for all course-related communication is excessive and problematic.,0.5,1,25.70231128,Llama 3.1 (8B),FALSE,,,,,,
1088,2,18,"I got really high English test score. I really don’t understand why, us as an international program students, have to learn such a basic English concept of an elementary school grader level? Not only it’s not useful it’s also waste of my time and energy to attend all those courses In Jarah course, I don’t understand why LINE is consistently used as the main communication channel for assignments, class materials, and important course details. LINE has limited message history accessibility and is not a professional or reliable platform for managing academic information.
Using LINE for quick reminders or minor announcements is acceptable. But relying on it for all course-related communication is excessive and problematic. The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.
Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students. Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity. As a result, many students are uncertain about task requirements, deadlines, and expectations.
Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner. This would significantly reduce misunderstandings and help students manage their work more effectively.",8,"The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.",0.5,1,25.70231128,Llama 3.1 (8B),FALSE,,,,,,
1089,2,18,"I got really high English test score. I really don’t understand why, us as an international program students, have to learn such a basic English concept of an elementary school grader level? Not only it’s not useful it’s also waste of my time and energy to attend all those courses In Jarah course, I don’t understand why LINE is consistently used as the main communication channel for assignments, class materials, and important course details. LINE has limited message history accessibility and is not a professional or reliable platform for managing academic information.
Using LINE for quick reminders or minor announcements is acceptable. But relying on it for all course-related communication is excessive and problematic. The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.
Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students. Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity. As a result, many students are uncertain about task requirements, deadlines, and expectations.
Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner. This would significantly reduce misunderstandings and help students manage their work more effectively.",9,"Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students.",0.5,1,25.70231128,Llama 3.1 (8B),FALSE,,,,,,
1090,2,18,"I got really high English test score. I really don’t understand why, us as an international program students, have to learn such a basic English concept of an elementary school grader level? Not only it’s not useful it’s also waste of my time and energy to attend all those courses In Jarah course, I don’t understand why LINE is consistently used as the main communication channel for assignments, class materials, and important course details. LINE has limited message history accessibility and is not a professional or reliable platform for managing academic information.
Using LINE for quick reminders or minor announcements is acceptable. But relying on it for all course-related communication is excessive and problematic. The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.
Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students. Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity. As a result, many students are uncertain about task requirements, deadlines, and expectations.
Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner. This would significantly reduce misunderstandings and help students manage their work more effectively.",10,"Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity.",0.5,1,25.70231128,Llama 3.1 (8B),FALSE,,,,,,
1091,2,18,"I got really high English test score. I really don’t understand why, us as an international program students, have to learn such a basic English concept of an elementary school grader level? Not only it’s not useful it’s also waste of my time and energy to attend all those courses In Jarah course, I don’t understand why LINE is consistently used as the main communication channel for assignments, class materials, and important course details. LINE has limited message history accessibility and is not a professional or reliable platform for managing academic information.
Using LINE for quick reminders or minor announcements is acceptable. But relying on it for all course-related communication is excessive and problematic. The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.
Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students. Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity. As a result, many students are uncertain about task requirements, deadlines, and expectations.
Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner. This would significantly reduce misunderstandings and help students manage their work more effectively.",11,"As a result, many students are uncertain about task requirements, deadlines, and expectations.",0.5,1,25.70231128,Llama 3.1 (8B),FALSE,,,,,,
1092,2,18,"I got really high English test score. I really don’t understand why, us as an international program students, have to learn such a basic English concept of an elementary school grader level? Not only it’s not useful it’s also waste of my time and energy to attend all those courses In Jarah course, I don’t understand why LINE is consistently used as the main communication channel for assignments, class materials, and important course details. LINE has limited message history accessibility and is not a professional or reliable platform for managing academic information.
Using LINE for quick reminders or minor announcements is acceptable. But relying on it for all course-related communication is excessive and problematic. The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.
Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students. Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity. As a result, many students are uncertain about task requirements, deadlines, and expectations.
Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner. This would significantly reduce misunderstandings and help students manage their work more effectively.",12,"Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner.",0.5,1,25.70231128,Llama 3.1 (8B),FALSE,,,,,,
1093,2,18,"I got really high English test score. I really don’t understand why, us as an international program students, have to learn such a basic English concept of an elementary school grader level? Not only it’s not useful it’s also waste of my time and energy to attend all those courses In Jarah course, I don’t understand why LINE is consistently used as the main communication channel for assignments, class materials, and important course details. LINE has limited message history accessibility and is not a professional or reliable platform for managing academic information.
Using LINE for quick reminders or minor announcements is acceptable. But relying on it for all course-related communication is excessive and problematic. The faculty already provides proper platforms such as Microsoft Teams and CSCMS, which are designed for structured communication, assignment posting, and long-term record keeping.
Because information is frequently shared only through LINE chats, important details are often missed or lost, leading to confusion among students. Assignments communicated verbally in class, through chat messages, or by asking students to take notes are subjective and lack clarity. As a result, many students are uncertain about task requirements, deadlines, and expectations.
Assignments and course materials should be consistently posted on Microsoft Teams or CSCMS in a clear, concrete, and centralized manner. This would significantly reduce misunderstandings and help students manage their work more effectively.",13,This would significantly reduce misunderstandings and help students manage their work more effectively.,0.5,1,25.70231128,Llama 3.1 (8B),FALSE,,,,,,
1094,2,19,"For me the curriculum is useful as fundamental knowledge , but as tech field is rapidly grow it's also make me feel like some course are outdated. Such as modern java. This also affect us when applying for internship. Even we the curriculum state that we are Data science path, but even I try to apply for data sci I dont feel like I have enough practical experience.",1,"For me the curriculum is useful as fundamental knowledge, but as tech field is rapidly grow it's also make me feel like some course are outdated.",0.5,1,7.089479923,Llama 3.1 (8B),FALSE,,,,,,
1095,2,19,"For me the curriculum is useful as fundamental knowledge , but as tech field is rapidly grow it's also make me feel like some course are outdated. Such as modern java. This also affect us when applying for internship. Even we the curriculum state that we are Data science path, but even I try to apply for data sci I dont feel like I have enough practical experience.",2,Such as modern java.,0.5,1,7.089479923,Llama 3.1 (8B),FALSE,,,,,,
1096,2,19,"For me the curriculum is useful as fundamental knowledge , but as tech field is rapidly grow it's also make me feel like some course are outdated. Such as modern java. This also affect us when applying for internship. Even we the curriculum state that we are Data science path, but even I try to apply for data sci I dont feel like I have enough practical experience.",3,This also affect us when applying for internship.,0.5,1,7.089479923,Llama 3.1 (8B),FALSE,,,,,,
1097,2,19,"For me the curriculum is useful as fundamental knowledge , but as tech field is rapidly grow it's also make me feel like some course are outdated. Such as modern java. This also affect us when applying for internship. Even we the curriculum state that we are Data science path, but even I try to apply for data sci I dont feel like I have enough practical experience.",4,"Even we the curriculum state that we are Data science path, but even I try to apply for data sci I dont feel like I have enough practical experience.",0.5,1,7.089479923,Llama 3.1 (8B),FALSE,,,,,,
1098,2,31,"We would like to have classes in the LX building, which has much better equipment and facilities compared to the CB building. Additionally, the co-working space in the faculty needs improvement in terms of air circulation and odor control. The equipment should also be updated to be more modern.",1,"I would like to have classes in the LX building, which has much better equipment and facilities compared to the CB building.",0.5,1,6.215004921,Llama 3.1 (8B),FALSE,,,,,,
1099,2,31,"We would like to have classes in the LX building, which has much better equipment and facilities compared to the CB building. Additionally, the co-working space in the faculty needs improvement in terms of air circulation and odor control. The equipment should also be updated to be more modern.",2,The co-working space in the faculty needs improvement in terms of air circulation and odor control.,0.5,1,6.215004921,Llama 3.1 (8B),FALSE,,,,,,
1100,2,31,"We would like to have classes in the LX building, which has much better equipment and facilities compared to the CB building. Additionally, the co-working space in the faculty needs improvement in terms of air circulation and odor control. The equipment should also be updated to be more modern.",3,The equipment should also be updated to be more modern.,0.5,1,6.215004921,Llama 3.1 (8B),FALSE,,,,,,
1101,2,39,"Once again when contacting any staff faculty members of SIT, I will receive no responses on LINE and no further response or communication whatsoever on Teams making communication a very difficult issue especially regarding course information or emergency situations that require rapid communication.",1,"Once again when contacting any staff faculty members of SIT, I will receive no responses on LINE and no further response or communication whatsoever on Teams making communication a very difficult issue especially regarding course information or emergency situations that require rapid communication.",0.5,1,4.503125668,Llama 3.1 (8B),FALSE,,,,,,
1102,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",1,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters.",0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1103,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",2,This happens regularly and has caused problems for students many times.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1104,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",3,We suggest creating a better communication system where students can submit requests and track their status more easily.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1105,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",4,P'Vichy told us that TETET was not required if we already submitted other English test scores.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1106,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",5,"However, based on the SIT website, the policy has changed and TETET is now required for graduation.",0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1107,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",6,Many fourth-year students missed the exam because we believed our previous English scores were enough.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1108,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",7,"Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable.",0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1109,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",8,"most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.",0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1110,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",9,"Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.",0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1111,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",10,"P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor.",0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1112,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",11,This creates tension during activities.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1113,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",12,The commanding and controlling behavior feels more like a dictator than a teacher.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1114,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",13,P'Jo has a similar position but never creates these problems or makes students feel uncomfortable.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1115,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",14,suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1116,2,44,"I understand that P'Nick has a heavy workload, but leaving students' messages on read is not acceptable, especially for urgent matters. This happens regularly and has caused problems for students many times. We suggest creating a better communication system where students can submit requests and track their status more easily.
P'Vichy told us that TETET was not required if we already submitted other English test scores. However, based on the SIT website, the policy has changed and TETET is now required for graduation. Many fourth-year students missed the exam because we believed our previous English scores were enough. P'DJ, as many students have shared the same concerns about his behavior
- Unequal treatment, Female students and Thai students receive better treatment and more attention, which makes other students uncomfortable. most importantly, the clear pattern of flirting with his students is completely unacceptable and must be stopped immediately.
- Students who are close to P'DJ get special treatment, such as being excused for late attendance or receiving other advantages.
- P'DJ's position is unclear. Sometimes acting like a senior student, sometimes like a professor. This creates tension during activities. The commanding and controlling behavior feels more like a dictator than a teacher. P'Jo has a similar position but never creates these problems or makes students feel uncomfortable. suggesting that P'DJ should receive training on professional conduct and learn to treat all students fairly and respectfully. The current situation affects the learning environment negatively.",15,The current situation affects the learning environment negatively.,0.5,1,26.80764318,Llama 3.1 (8B),FALSE,,,,,,
1117,2,51,"The activities are fun and pretty helpful, but like I said before maybe SIT can consider to open more for international student (like make more activities that international student/english friendly, open SAMOSIT for international student too) so that we have equal opportunity as Thai student",1,The activities are fun and pretty helpful.,0.5,1,7.637731791,Llama 3.1 (8B),FALSE,,,,,,
1118,2,51,"The activities are fun and pretty helpful, but like I said before maybe SIT can consider to open more for international student (like make more activities that international student/english friendly, open SAMOSIT for international student too) so that we have equal opportunity as Thai student",2,Maybe SIT can consider opening more for international students.,0.5,1,7.637731791,Llama 3.1 (8B),FALSE,,,,,,
